一个	yi2'ge4
会操	hui4'cao1
会期	hui4'qi2
会稽	gui4'ji1
会稽	kuai4'ji1
会计	kuai4'ji4
会长	hui4'zhang3
伛偻	yu3'lou2
伞菌	san3'jun1
伞降	san3'jiang4
伟绩	wei3'ji1
传世	chuan2'shi4
传乘	zhuan4'cheng2
传乘	zhuan4'sheng4
传习	chuan2'xi2
传人	chuan2'ren2
传代	chuan2'dai4
传令	chuan2'ling4
传位	chuan2'wei4
传信	chuan2'xin4
传入	chuan2'ru4
传写	chuan2'xie3
传出	chuan2'chu1
传动	chuan2'dong4
传单	chuan2'dan1
传发	chuan2'fa1
传名	chuan2'ming2
传告	chuan2'gao4
传呼	chuan2'hu1
传唤	chuan2'huan4
传唱	chuan2'chang4
传回	chuan2'hui2
传声	chuan2'sheng1
传奇	chuan2'qi2
传媒	chuan2'mei2
传宣	chuan2'xuan1
传家	chuan2'jia1
传寄	chuan2'ji4
传导	chuan2'dao3
传布	chuan2'bu4
传开	chuan2'kai1
传心	chuan2'xin1
传情	chuan2'qing2
传感	chuan2'gan3
传戒	chuan2'jie4
传扬	chuan2'yang2
传承	chuan2'cheng2
传抄	chuan2'chao1
传报	chuan2'bao4
传授	chuan2'shou4
传播	chuan2'bo1
传播	chuan2'bo4
传教	chuan2'jiao4
传旨	chuan2'zhi3
传本	chuan2'ben3
传来	chuan2'lai2
传板	chuan2'ban3
传柑	chuan2'gan1
传染	chuan2'ran3
传桶	chuan2'tong3
传檄	chuan2'xi2
传法	chuan2'fa3
传流	chuan2'liu2
传灯	chuan2'deng1
传热	chuan2're4
传球	chuan2'qiu2
传略	zhuan4'lve4
传疑	chuan2'yi2
传看	chuan2'kan4
传真	chuan2'zhen1
传示	chuan2'shi4
传神	chuan2'shen2
传票	chuan2'piao4
传种	chuan2'zhong3
传答	chuan2'da2
传箭	chuan2'jian4
传粉	chuan2'fen3
传红	chuan2'hong2
传经	chuan2'jing1
传给	chuan2'gei5
传统	chuan2'tong3
传胪	chuan2'lu2
传舍	zhuan4'she4
传艺	chuan2'yi4
传著	chuan2'zhu4
传见	chuan2'jian4
传观	chuan2'guan1
传言	chuan2'yan2
传讯	chuan2'xun4
传记	zhuan4'ji4
传讲	chuan2'jiang3
传讽	chuan2'feng4
传译	chuan2'yi4
传话	chuan2'hua4
传语	chuan2'yu3
传说	chuan2'shuo1
传诵	chuan2'song4
传谕	chuan2'yu4
传谣	chuan2'yao2
传贤	chuan2'xian2
传质	chuan2'zhi4
传赞	zhuan4'zan4
传踏	zhuan4'ta4
传车	zhuan4'ju1
传输	chuan2'shu1
传达	chuan2'da2
传述	chuan2'shu4
传送	chuan2'song4
传递	chuan2'di4
传遍	chuan2'bian4
传道	chuan2'dao4
传重	chuan2'zhong4
传钞	chuan2'chao1
传销	chuan2'xiao1
传闻	chuan2'wen2
传阅	chuan2'yue4
传颂	chuan2'song4
传驿	zhuan4'yi4
传鼓	chuan2'gu3
伢子	ya2'zi5
伣天	qian4'tian1
伤嗟	shang1'jie1
伤耗	shang1'hao5
伦匹	lun2'pi3
伧父	cang1'fu3
伪书	wei4'shu1
伪品	wei4'pin3
伪善	wei4'shan4
伪国	wei4'guo2
伪币	wei4'bi4
伪朝	wei3'chao2
伪本	wei4'ben3
伪经	wei4'jing1
伪药	wei4'yao4
伪装	wei4'zhuang1
伪证	wei4'zheng4
伪足	wei4'zu2
伪造	wei4'zao4
伪钞	wei4'chao1
伫眙	zhu4'chi4
伯业	ba4'ye4
伯乐	bo2'le4
伯伯	bo2'bo5
伯叔	bo2'shu2
伯图	ba4'tu2
伯姊	bo2'jie3
伯姊	bo2'zi3
伯子	bai3'zi5
伯强	bo2'qiang2
伯莎	bo2'sha1
伯都	bo2'du1
估中	gu1'zhong4
估倒	gu1'dao3
估喝	gu1'he4
估摸	gu1'mo5
估衣	gu4'yi1
估量	gu1'liang4
估量	gu1'liang5
伴宿	ban4'su4
伴当	ban4'dang1
伶便	ling2'bian4
伶透	ling2'tou5
伸剖	shen1'pou3
伸长	shen1'chang2
伺便	si4'bian4
伺候	ci4'hou4
伺候	ci4'hou5
伺候	si4'hou4
伺察	si4'cha2
伺探	si4'tan4
伺服	si4'fu2
伺机	si4'ji1
伺隙	si4'xi4
似的	shi4'de5
似的	si4'de5
伽伽	qie2'qie2
伽蓝	qie2'lan2
伽马	ga1'ma3
伽马	jia1'ma3
佁然	ai3'ran2
佃猎	tian2'lie4
但得	dan4'de2
但是	dan4'shi5
但曲	dan4'qu3
位分	wei4'fen5
位子	wei4'zi5
位置	wei4'zhi4
位置	wei4'zhi5
低哑	di1'ya3
低地	di1'di4
低处	di1'chu4
低度	di1'du4
低徊	di1'hui2
低空	di1'kong1
低落	di1'luo4
低调	di1'diao4
低靡	di1'mi3
住地	zhu4'di4
住处	zhu4'chu4
住宿	zhu4'su4
住扎	zhu4'zha2
体己	ti1'ji5
体己	ti3'ji5
体度	ti3'du4
体惜	ti3'xi2
体操	ti3'cao1
体模	ti3'mo2
体癣	ti3'xian3
体究	ti3'jiu4
体行	ti3'xing2
体调	ti3'diao4
体谅	ti3'liang5
体重	ti3'zhong4
体量	ti3'liang4
体长	ti3'chang2
何与	he2'yu4
何处	he2'chu4
何干	he2'gan1
何当	he2'dang1
何得	he2'de2
何曾	he2'ceng2
何期	he2'qi2
何焯	he2'zhuo2
何种	he2'zhong3
余余	xu2'xu2
余兴	yu2'xing4
余切	yu2'qie1
余地	yu2'di4
余干	yu2'gan1
余数	yu2'shu4
余车	yu2'ju1
余量	yu2'liang4
佚乐	yi4'le4
佛刹	fo2'cha4
佛地	fo2'di4
佛场	fo2'chang2
佛教	fo2'jiao4
佛曲	fo2'qu3
佛爷	fo2'ye5
佛肸	bi4'xi4
佛貍	bi4'li2
佛驮	fo2'tuo2
作为	zuo4'wei2
作伐	zuo4'fa1
作伪	zuo4'wei4
作假	zuo4'jia3
作兴	zuo4'xing1
作场	zuo4'chang2
作坊	zuo1'fang5
作弄	zuo4'nong4
作息	zuo4'xi2
作恶	zuo4'e4
作情	zuo4'qing5
作揖	zuo1'yi1
作摩	zuo2'mo5
作数	zuo4'shu4
作料	zuo2'liao4
作料	zuo2'liao5
作曲	zuo4'qu3
作死	zuo1'si3
作答	zuo4'da2
作缀	zuo4'zhui4
作践	zuo2'jian4
作酸	zuo1'suan1
作酸	zuo4'suan1
作铺	zuo4'pu4
作难	zuo4'nan2
佝偻	gou1'lou2
佝偻	kou4'lou2
佝瞀	kou4'mao4
你和	ni3'han4
你和	ni3'he2
你咱	ni3'zan2
佣作	yong1'zuo1
佣给	yong1'ji3
佣钱	yong4'qian5
佣钿	yong4'dian4
佧喇	ka3'la1
佩服	pei4'fu5
佳期	jia1'qi2
佳绩	jia1'ji1
佶倬	ji2'zhuo2
佹僪	gui3'jue2
佻佻	tiao2'tiao2
佻巧	tiao2'qiao3
佻脱	tiao2'tuo1
佻薄	tiao2'bo2
佻达	tiao1'ta4
使劲	shi3'jin4
使得	shi3'de5
使数	shi3'shu4
使长	shi3'zhang3
侄子	zhi2'zi5
侈糜	chi3'mi2
侉子	kua3'zi5
例假	li4'jia4
例子	li4'zi5
例监	li4'jian1
例行	li4'xing2
侍从	shi4'zong4
侍弄	shi4'nong4
侗人	dong4'ren2
侗剧	dong4'ju4
侗族	dong4'zu2
侗语	dong4'yu3
供事	gong4'shi4
供佛	gong4'fo2
供养	gong4'yang3
供吐	gong1'tu3
供品	gong4'pin3
供奉	gong4'feng4
供奠	gong4'dian4
供客	gong4'ke4
供尖	gong4'jian1
供床	gong4'chuang2
供应	gong1'ying4
供应	gong4'ying4
供张	gong1'zhang1
供房	gong1'fang2
供承	gong1'cheng2
供招	gong1'zhao1
供攀	gong1'pan1
供果	gong4'guo3
供桌	gong4'zhuo1
供水	gong1'shui3
供求	gong1'qiu2
供热	gong1're4
供物	gong4'wu4
供状	gong1'zhuang4
供用	gong1'yong4
供电	gong1'dian4
供碗	gong4'wan3
供称	gong1'cheng1
供称	gong4'cheng1
供给	gong1'ji3
供职	gong4'zhi2
供花	gong4'hua1
供茶	gong4'cha2
供血	gong1'xue4
供货	gong1'huo4
供过	gong1'guo4
供述	gong1'shu4
供销	gong1'xiao1
供需	gong1'xu1
供食	gong1'shi2
依还	yi1'huan2
侠侍	jia2'shi4
侠拜	jia2'bai4
侦伺	zhen1'si4
侦缉	zhen1'ji1
侦缉	zhen1'qi4
侦骑	zhen1'ji4
侧击	ce4'ji2
侧柏	ce4'bo2
侧脉	ce4'mai4
侧重	ce4'zhong4
侮弄	wu3'nong4
侮辱	wu3'ru4
侲子	zhen4'zi3
侵削	qin1'xue4
侵占	qin1'zhan4
侵哄	qin1'hong3
侵牟	qin1'mou2
便不	bian4'bu4
便中	bian4'zhong1
便了	bian4'liao3
便于	bian4'yu2
便交	bian4'jiao1
便人	bian4'ren2
便休	bian4'xiu1
便会	bian4'hui4
便佞	pian2'ning4
便便	bian1'bian1
便便	pian2'pian2
便做	bian4'zuo4
便函	bian4'han2
便利	bian4'li4
便可	bian4'ke3
便器	bian4'qi4
便士	bian4'shi4
便壶	bian4'hu2
便好	bian4'hao3
便娟	pian2'juan1
便嬖	pian2'bi4
便嬛	pian2'xuan1
便安	pian2'an1
便官	bian4'guan1
便宜	bian4'yi2
便宜	pian2'yi5
便宴	bian4'yan4
便家	bian4'jia1
便就	bian4'jiu4
便席	bian4'xi2
便帽	bian4'mao4
便应	bian4'ying1
便当	bian4'dang1
便当	bian4'dang5
便待	bian4'dai4
便得	bian4'de2
便得	bian4'dei3
便房	bian4'fang2
便所	bian4'suo3
便捷	bian4'jie2
便教	bian4'jiao4
便旋	bian4'xuan2
便是	bian4'shi4
便服	bian4'fu2
便条	bian4'tiao2
便桥	bian4'qiao2
便桶	bian4'tong3
便步	bian4'bu4
便殿	bian4'dian4
便毒	bian4'du2
便民	bian4'min2
便水	bian4'shui3
便池	bian4'chi2
便液	bian4'ye4
便溺	bian4'niao4
便用	bian4'yong4
便盆	bian4'pen2
便益	bian4'yi4
便碟	bian4'die2
便秘	bian4'bi4
便秘	bian4'mi4
便章	bian4'zhang1
便笺	bian4'jian1
便签	bian4'qian1
便索	bian4'suo3
便罢	bian4'ba4
便菜	bian4'cai4
便血	bian4'xie3
便衣	bian4'yi1
便袋	bian4'dai4
便装	bian4'zhuang1
便览	bian4'lan3
便言	pian2'yan2
便走	bian4'zou3
便路	bian4'lu4
便身	bian4'shen1
便车	bian4'che1
便辟	pian2'pi4
便道	bian4'dao4
便邮	bian4'you2
便酌	bian4'zhuo2
便钱	bian4'qian2
便门	bian4'men2
便难	bian4'nan4
便面	bian4'mian4
便鞋	bian4'xie2
便须	bian4'xu1
便餐	bian4'can1
便饭	bian4'fan4
促脉	cu4'mai4
俇俇	wang3'wang3
俇攘	wang3'rang3
俏倬	qiao4'zhuo2
俏头	qiao4'tou5
俏皮	qiao4'pi5
俐便	li4'bian4
俐落	li4'luo5
俗乐	su2'yue4
俗称	su2'cheng1
俗累	su2'lei4
俚曲	li3'qu3
俛仰	fu3'yang3
俛首	fu3'shou3
保亲	bao3'qin1
保住	bao3'zhu5
保保	bao3'bao5
保息	bao3'xi2
保教	bao3'jiao4
保结	bao3'jie2
保藏	bao3'cang2
保重	bao3'zhong4
俞儿	shu1'er2
信子	xin4'zi5
信宿	xin4'su4
信差	xin4'chai1
信息	xin4'xi2
信教	xin4'jiao4
信行	xin4'xing4
俫人	lai2'ren2
俫俫	lai2'lai2
俫儿	lai2'er2
俭朴	jian3'pu2
俭朴	jian3'pu3
俭薄	jian3'bo2
修和	xiu1'he2
修盖	xiu1'gai4
修省	xiu1'xing3
修筑	xiu1'zhu2
修脯	xiu1'fu3
修行	xiu1'xing2
修长	xiu1'chang2
俯冲	fu3'chong1
俯看	fu3'kan4
俳倡	pai2'chang1
俵分	biao3'fen1
俵散	biao3'san4
俸给	feng4'ji3
俺咱	an3'za2
俺每	an3'mei5
俾乂	bi4'yi4
俾倪	bi4'ni4
倅车	cui4'ju1
倍儿	bei4'r5
倍数	bei4'shu4
倍率	bei4'lv4
倍称	bei4'cheng4
倏地	shu1'de5
倏地	shu4'di4
倏尔	shu4'er3
倏忽	shu4'hu1
倏然	shu4'ran2
倏瞬	shu4'shun4
倒下	dao3'xia4
倒乱	dao3'luan4
倒仓	dao3'cang1
倒仰	dao4'yang3
倒价	dao3'jia4
倒伏	dao3'fu2
倒休	dao3'xiu1
倒会	dao3'hui4
倒位	dao3'wei4
倒债	dao3'zhai4
倒像	dao4'xiang4
倒兵	dao4'bing1
倒写	dao4'xie3
倒刺	dao4'ci4
倒包	dao3'bao1
倒卖	dao3'mai4
倒卧	dao3'wo4
倒反	dao4'fan3
倒叙	dao4'xu4
倒口	dao4'kou3
倒句	dao4'ju4
倒台	dao3'tai2
倒吊	dao4'diao4
倒呛	dao3'qiang4
倒嗓	dao3'sang3
倒噍	dao3'jiao4
倒嚼	dao3'jiao2
倒嚼	dao3'jiao4
倒地	dao3'di4
倒坍	dao3'tan1
倒坐	dao4'zuo4
倒塌	dao3'ta1
倒大	dao4'da4
倒头	dao3'tou2
倒好	dao4'hao3
倒字	dao3'zi4
倒屣	dao4'xi3
倒帐	dao3'zhang4
倒带	dao4'dai4
倒序	dao3'xu4
倒店	dao3'dian4
倒座	dao4'zuo4
倒开	dao4'kai1
倒弄	dao3'nong4
倒彩	dao4'cai3
倒影	dao4'ying3
倒心	dao3'xin1
倒悬	dao4'xuan2
倒戈	dao3'ge1
倒戈	dao3'ge2
倒戈	dao4'ge1
倒扁	dao3'bian3
倒手	dao3'shou3
倒扣	dao4'kou4
倒把	dao3'ba3
倒抹	dao3'mo3
倒挂	dao4'gua4
倒指	dao4'zhi3
倒换	dao3'huan4
倒插	dao4'cha1
倒摄	dao4'she4
倒放	dao4'fang4
倒数	dao4'shu3
倒数	dao4'shu4
倒文	dao4'wen2
倒斛	dao4'hu2
倒断	dao3'duan4
倒日	dao4'ri4
倒映	dao4'ying4
倒是	dao4'shi4
倒是	dao4'shi5
倒景	dao4'ying3
倒曹	dao3'cao2
倒替	dao3'ti4
倒板	dao3'ban3
倒架	dao3'jia4
倒楣	dao3'mei2
倒槽	dao3'cao2
倒毙	dao3'bi4
倒泻	dao3'xie4
倒流	dao4'liu2
倒灌	dao4'guan4
倒灶	dao3'zao4
倒煤	dao3'mei2
倒熟	dao4'shu2
倒爷	dao3'ye2
倒片	dao4'pian4
倒牌	dao3'pai2
倒牙	dao3'ya2
倒班	dao3'ban1
倒相	dao4'xiang4
倒睫	dao4'jie2
倒空	dao4'kong1
倒立	dao4'li4
倒竖	dao4'shu4
倒篷	dao3'peng2
倒粪	dao4'fen4
倒缴	dao4'jiao3
倒置	dao4'zhi4
倒胃	dao3'wei4
倒腾	dao3'teng2
倒腾	dao3'teng5
倒茬	dao3'cha2
倒茶	dao4'cha2
倒薮	dao4'sou3
倒蛋	dao3'dan4
倒装	dao4'zhuang1
倒裳	dao4'chang2
倒褪	dao4'tun4
倒许	dao4'xu3
倒败	dao3'bai4
倒账	dao3'zhang4
倒贴	dao4'tie1
倒赃	dao4'zang1
倒赔	dao4'pei2
倒身	dao3'shen1
倒转	dao4'zhuan3
倒运	dao3'yun4
倒退	dao4'tui4
倒钩	dao4'gou1
倒钱	dao4'qian2
倒锁	dao4'suo3
倒错	dao4'cuo4
倒闭	dao3'bi4
倒阁	dao3'ge2
倒陪	dao4'pei2
倒霉	dao3'mei2
倒顿	dao3'dun4
倒马	dao3'ma3
倒骑	dao4'qi2
倔巴	jue4'ba5
倔强	jue2'jiang4
倘佯	chang2'yang2
候场	hou4'chang2
候教	hou4'jiao4
候脉	hou4'mai4
倚相	yi3'xiang4
倚薄	yi3'bo2
倚重	yi3'zhong4
倛丑	qi1'chou3
借以	jie4'yi3
借借	ji2'ji2
借助	jie4'zhu4
借卉	jie4'hui4
借口	jie4'kou3
借宿	jie4'su4
借手	jie4'shou3
借故	jie4'gu4
借机	jie4'ji1
借槁	jie4'gao3
借甚	jie4'shen4
借由	jie4'you2
借着	jie4'zhe5
借端	jie4'duan1
借词	jie4'ci2
借调	jie4'diao4
借重	jie4'zhong4
倡优	chang1'you1
倡和	chang4'he4
倡女	chang1'nv3
倡家	chang1'jia1
倡寮	chang1'liao2
倡扬	chang1'yang2
倡条	chang1'tiao2
倡狂	chang1'kuang2
倢伃	jie2'yu2
倥侗	kong1'tong2
倥偬	kong3'zong3
倥脸	kong3'lian3
倦累	juan4'lei4
倨句	ju4'gou1
倬峭	zhuo2'qiao4
倬立	zhuo2'li4
倬诡	zhuo2'gui3
倭子	wo1'zi5
倭迟	wei1'chi2
值宿	zhi2'su4
值得	zhi2'de5
值更	zhi2'geng1
倾危	qing1'wei2
倾吐	qing1'tu3
倾家	keng1'jia1
倾家	qing1'jia1
倾盖	qing1'gai4
倾轧	qing1'ya4
偃佒	yan3'yang1
假乐	jia4'le4
假人	jia3'ren2
假仙	jia3'xian1
假令	jia3'ling4
假似	jia3'si4
假作	jia3'zuo4
假使	jia3'shi3
假借	jia3'jie4
假充	jia3'chong1
假冒	jia3'mao4
假力	jia3'li4
假发	jia3'fa3
假发	jia3'fa4
假叶	jia3'ye4
假名	jia3'ming2
假吏	jia3'li4
假唱	jia3'chang4
假声	jia3'sheng1
假女	jia3'nv3
假如	jia3'ru2
假子	jia3'zi3
假定	jia3'ding4
假宠	jia3'chong3
假寐	jia3'mei4
假寓	jia3'yu4
假对	jia3'dui4
假山	jia3'shan1
假座	jia3'zuo4
假性	jia3'xing4
假息	jia3'xi2
假想	jia3'xiang3
假意	jia3'yi4
假手	jia3'shou3
假托	jia3'tuo1
假托	jia3'tuo1
假扮	jia3'ban4
假拱	jia3'gong3
假捏	jia3'nie1
假日	jia4'ri4
假期	jia4'qi1
假期	jia4'qi2
假条	jia4'tiao2
假果	jia3'guo3
假根	jia3'gen1
假案	jia3'an4
假榻	jia3'ta4
假死	jia3'si3
假父	jia3'fu4
假牙	jia3'ya2
假的	jia3'de5
假称	jia3'cheng1
假而	jia3'er2
假肢	jia3'zhi1
假腿	jia3'tui3
假节	jia3'jie2
假若	jia3'ruo4
假药	jia3'yao4
假藉	jia3'jie4
假装	jia3'zhuang1
假设	jia3'she4
假证	jia3'zheng4
假话	jia3'hua4
假说	jia3'shuo1
假象	jia3'xiang4
假货	jia3'huo4
假贷	jia3'dai4
假造	jia3'zao4
假道	jia3'dao4
假释	jia3'shi4
假钞	jia3'chao1
假面	jia3'mian4
假音	jia3'yin1
假食	jia3'shi2
假饶	jia3'rao2
假馆	jia3'guan3
偈偈	jie2'jie2
偈子	ji4'zi5
偈言	ji4'yan2
偈颂	ji4'song4
偏厦	pian1'sha4
偏处	pian1'chu4
偏好	pian1'hao4
偏将	pian1'jiang4
偏差	pian1'cha1
偏待	pian1'dai4
偏裨	pian1'pi2
偏转	pian1'zhuan3
偏重	pian1'zhong4
偏阿	pian1'e1
偕偕	xie2'xie2
偕同	xie2'tong2
偕老	xie2'lao3
偕行	xie2'xing2
做为	zuo4'wei2
做亲	zuo4'qin1
做作	zuo4'zuo5
做处	zuo4'chu5
做得	zuo4'de5
做操	zuo4'cao1
做朝	zuo4'zhao1
做派	zuo4'pai5
做甚	zuo4'shen2
停丧	ting2'sang1
停停	ting2'ting2
停停	ting2'ting5
停分	ting2'fen1
停当	ting2'dang4
停待	ting2'dai4
停息	ting2'xi2
停潦	ting2'lao4
健将	jian4'jiang4
健行	jian4'xing2
偪阳	fu2'yang2
偲偲	si1'si1
偶得	ou3'de2
偶数	ou3'shu4
偷期	tou1'qi2
偷看	tou1'kan4
偷空	tou1'kong4
偷薄	tou1'bo2
偻㑩		lou2'luo2
偻人	lou2'ren2
偻指	lou2'zhi3
偻行	lou2'xing2
偾兴	fen4'xing1
偿责	chang2'ze2
偿责	chang2'zhai4
偿还	chang2'huan2
傀伟	gui1'wei3
傀儡	kui3'lei3
傀然	gui1'ran2
傅说	fu4'yue4
傍人	pang2'ren2
傍今	bang1'jin1
傍偟	pang2'huang2
傍午	bang1'wu3
傍妻	pang2'qi1
傍尊	pang2'zun1
傍排	pang2'pai2
傍晌	bang1'shang3
傍晚	bang1'wan3
傍牌	pang2'pai2
傍生	pang2'sheng1
傍薄	pang2'bo2
傍观	pang2'guan1
傍边	pang2'bian1
傍通	pang2'tong1
傍门	pang2'men2
傒落	xi1'luo4
傔从	qian4'zong4
傧相	bin1'xiang4
储蓄	chu2'xu4
储蓄	chu3'xu4
储藏	chu2'cang2
储藏	chu3'cang2
储量	chu2'liang4
储量	chu3'liang4
催吐	cui1'tu4
催熟	cui1'shu2
傲囋	ao4'zan4
傻乐	sha3'le4
傻劲	sha3'jin4
傻子	sha3'zi5
僆子	lian4'zi3
像片	xiang4'pian4
僝僽	chan2'zhou4
僧伽	seng1'qie2
僧行	seng1'hang2
僬侥	jiao1'yao2
僬僬	jiao1'jiao1
僭称	jian4'cheng1
僮仆	tong2'pu2
僮僮	tong2'tong2
僮婢	tong2'bi4
僮御	tong2'yu4
僮族	zhuang4'zu2
僻地	pi4'di4
僻处	pi4'chu4
儃佪	chan2'hui2
儃儃	tan3'tan3
儇薄	xuan1'bo2
儋石	dan1'dan4
儒冠	ru2'guan1
儒将	ru2'jiang4
儒教	ru2'jiao4
儒艮	ru2'gen4
儤宿	bao4'su4
儱侗	long3'tong2
儿子	er2'zi3
儿子	er2'zi5
儿宽	ni2'kuan1
儿息	er2'xi2
兀剌	wu4'la4
兀子	wu4'zi5
兀术	wu4'zhu2
兀的	wu4'di4
兀谁	wu4'shei2
允当	yun3'dang4
允洽	yun3'xia2
元和	yuan2'he2
元恶	yuan2'e4
元曲	yuan2'qu3
元朝	yuan2'chao2
元结	yuan2'jie2
元长	yuan2'chang2
兄弟	xiong1'di4
兄弟	xiong1'di5
兄长	xiong1'zhang3
充分	chong1'fen4
充塞	chong1'se4
充当	chong1'dang1
充数	chong1'shu4
充血	chong1'xie3
兆头	zhao4'tou5
先后	xian1'hou4
先后	xian4'hou4
先期	xian1'qi2
先生	xian1'sheng1
先生	xian1'sheng5
先行	xian1'xing2
先识	xian1'shi4
先零	xian1'lian2
先零	xian1'ling2
光和	guang1'he2
光圈	guang1'quan1
光子	guang1'zi3
光子	guang1'zi5
光宅	guang1'zhe4
光差	guang1'cha1
光巴	guang1'ba5
光度	guang1'du4
光晕	guang1'yun4
光景	guang1'jing3
光景	guang1'jing5
光棍	guang1'gun4
光棍	guang1'gun5
光溜	guang1'liu5
光滑	guang1'hua2
光滑	guang1'hua5
光苔	guang1'tai2
光趟	guang1'tang4
光量	guang1'liang4
光降	guang1'jiang4
克勒	ke4'le4
克宁	ke4'ning2
克期	ke4'qi2
克汗	ke4'han2
克落	ke4'luo4
克难	ke4'nan2
免丧	mian3'sang1
免冠	mian3'guan1
免帖	mian3'tie3
免得	mian3'de5
兑头	dui4'tou5
兑子	dui4'zi5
兑转	dui4'zhuan3
兔子	tu4'zi5
党校	dang3'xiao4
兜儿	dou1'r5
兜兜	dou1'dou5
兜剿	dou1'jiao3
兜子	dou1'zi5
兜底	dou1'de5
兜底	dou1'di3
兜笼	dou1'long3
兜答	dou1'da1
兜肚	dou1'du5
入地	ru4'di4
入教	ru4'jiao4
入朝	ru4'chao2
入觐	ru4'jin3
全分	quan2'fen4
全场	quan2'chang3
全帖	quan2'tie3
全数	quan2'shu4
全熟	quan2'shu2
全盛	quan2'sheng4
全称	quan2'cheng1
全都	quan2'dou1
全长	quan2'chang2
八分	ba1'fen1
八埏	ba1'yan2
八宿	ba1'su4
八度	ba1'du4
八更	ba1'geng1
八相	ba1'xiang4
八蜡	ba1'zha4
八行	ba1'hang2
八识	ba1'shi4
八辟	ba1'bi4
八都	ba1'du1
八难	ba1'nan2
公了	gong1'liao3
公仔	gong1'zi3
公便	gong1'bian4
公假	gong1'jia4
公公	gong1'gong5
公分	gong1'fen1
公勺	gong1'shuo4
公合	gong1'ge3
公吨	gong1'dun4
公地	gong1'di4
公姥	gong1'lao3
公家	gong1'jia5
公差	gong1'cha1
公差	gong1'chai1
公担	gong1'dan4
公朝	gong1'chao2
公爷	gong1'ye5
公畜	gong1'chu4
公相	gong1'xiang4
公石	gong1'dan4
公称	gong1'cheng1
公空	gong1'kong1
公车	gong1'che1
公车	gong1'ju1
公转	gong1'zhuan4
公道	gong1'dao4
公道	gong1'dao5
六乐	liu4'yue4
六亲	liu4'qin1
六冲	liu4'chong1
六合	liu4'he2
六合	lu4'he2
六和	liu4'he2
六安	lu4'an1
六帖	liu4'tie4
六度	liu4'du4
六朝	liu4'chao2
六柄	liu4'bing4
六畜	liu4'chu4
六脉	liu4'mai4
六识	liu4'shi4
兰桡	lan2'nao2
兰臭	lan2'xiu4
兰若	lan2're3
兰茝	lan2'chai3
共分	gong4'fen1
共和	gong4'he2
共处	gong4'chu3
共工	gong1'gong1
共度	gong4'du4
共相	gong4'xiang4
共识	gong4'shi4
关上	guan1'shang5
关亲	guan1'qin1
关切	guan1'qie4
关塞	guan1'sai4
关子	guan1'zi5
关煞	guan1'sha4
关白	guan1'bo2
关脉	guan1'mai4
兴业	xing1'ye4
兴义	xing1'yi4
兴亡	xing1'wang2
兴仁	xing1'ren2
兴会	xing4'hui4
兴作	xing1'zuo4
兴修	xing1'xiu1
兴兵	xing1'bing1
兴利	xing1'li4
兴办	xing1'ban4
兴动	xing1'dong4
兴化	xing1'hua4
兴县	xing1'xian4
兴叹	xing1'tan4
兴味	xing4'wei4
兴和	xing1'he2
兴嗟	xing1'jie1
兴国	xing1'guo2
兴城	xing1'cheng2
兴头	xing4'tou5
兴奋	xing1'fen4
兴学	xing1'xue2
兴宁	xing1'ning2
兴安	xing1'an1
兴宾	xing1'bin1
兴尽	xing4'jin4
兴山	xing1'shan1
兴工	xing1'gong1
兴师	xing1'shi1
兴席	xing1'xi2
兴平	xing1'ping2
兴废	xing1'fei4
兴建	xing1'jian4
兴心	xing1'xin1
兴戎	xing1'rong2
兴文	xing1'wen2
兴旺	xing1'wang4
兴替	xing1'ti4
兴海	xing1'hai3
兴盛	xing1'sheng4
兴筑	xing1'zhu2
兴腾	xing1'teng2
兴致	xing4'zhi4
兴荣	xing1'rong2
兴衰	xing1'shuai1
兴许	xing1'xu3
兴讼	xing1'song4
兴词	xing1'ci2
兴贩	xing1'fan4
兴趣	xing4'qu4
兴邦	xing1'bang1
兴隆	xing1'long2
兴革	xing1'ge2
兴风	xing1'feng1
兵强	bing1'qiang2
兵种	bing1'zhong3
兵难	bing1'nan4
其间	qi2'jian1
具结	ju4'jie2
典当	dian3'dang4
典没	dian3'mo4
典藏	dian3'cang2
典质	dian3'zhi4
典铺	dian3'pu4
养分	yang3'fen4
养和	yang3'he2
养地	yang3'di4
养志	yang3'zhi4
养志	yang4'zhi4
养息	yang3'xi2
养拙	yang3'zhuo2
养母	yang3'mu3
养母	yang4'mu3
养活	yang3'huo5
养济	yang3'ji5
养父	yang3'fu4
养父	yang4'fu4
养疴	yang3'e1
兼差	jian1'chai1
兼署	jian1'shu4
兼行	jian1'xing2
兽圈	shou4'juan4
兽行	shou4'xing2
兽行	shou4'xing4
内亲	nei4'qin1
内传	nei4'zhuan4
内地	nei4'di4
内场	nei4'chang3
内埔	nei4'bu4
内姊	nei4'jie3
内应	nei4'ying4
内教	nei4'jiao4
内敛	nei4'lian4
内朝	nei4'chao2
内相	nei4'xiang4
内省	nei4'sheng3
内省	nei4'xing3
内膜	nei4'mo4
内蒙	nei4'meng3
内行	nei4'hang2
内行	nei4'xing4
内讧	nei4'hong2
内调	nei4'diao4
内转	nei4'zhuan3
内难	nei4'nan4
册子	ce4'zi5
再不	zai4'bu5
再度	zai4'du4
冒失	mao4'shi5
冒称	mao4'cheng1
冒突	mao4'tu2
